"caso","ruolo","entita","cluster_id","control_key_cluster","canonical_name","series_id","comparison_id","design_kind_study","design_kind_cmp","varying_factor","fixed_factors","control_type","treated_group","control_group","treated_label","control_label","treated_fl","control_fl","n_treated","n_control","treated_role","control_role","treated_samples","control_samples","design_summary","record_id","valore_controllo","chiave_ricalcolata","ct_compat_vu","mat_T","mat_C"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE253542","GSE253542__grp_0006_vs_grp_0008","multi_arm_treatment","treatment_vs_vehicle","virus","time|96hpi","vehicle","grp_0006","grp_0008","SARS-CoV-2 96hpi","Mock Infected 96hpi","virus=SARS-CoV-2 ; time=96hpi","virus=Mock Infected ; time=96hpi",3,2,"treated","control","GSM8022904;GSM8022905;GSM8022906","GSM8022899;GSM8022900","This study investigates the transcriptional response of primary human nasal epithelial cells to various respiratory viruses, including HCoV-NL63, HCoV-229E, HRV-16, IAV (H1N1), MERS-CoV, and SARS-CoV-2, compared to mock-infected controls.","GSE253542__GSE253542__grp_0006_vs_grp_0008__1","Mock Infected","vehicle_untreated",TRUE,"unknown","unknown"
"HBV","SCARTATO","NCBITaxon:10407","cgroup_L5_74581ab0","vehicle_untreated_clin","Hepatitis B virus","GSE141198","GSE141198__group_0001_vs_group_0003","case_control_disease","treatment_vs_vehicle","infection_status","genetic_modification|none","vehicle","mg3","mg1","Hepatocellular carcinoma, HBV","Hepatocellular carcinoma, no treatment","infection_status=HBV ; genetic_modification=none","infection_status=none ; genetic_modification=none",2,2,"treated","control","GSM4196925;GSM4196995","GSM4196926;GSM4196948","This study investigates the transcriptional landscape of hepatocellular carcinoma (HCC) tissues with various perturbations including HBV, HCV, and NBNC infections, as well as genetic modifications such as CTNNB1 mutations.","GSE141198__GSE141198__group_0001_vs_group_0003__1","none","vehicle_untreated",TRUE,"unknown","unknown"
"HBV","SCARTATO","NCBITaxon:10407","cgroup_L5_74581ab0","vehicle_untreated_clin","Hepatitis B virus","GSE141198","GSE141198__group_0007_vs_group_0008","case_control_disease","treatment_vs_vehicle","infection_status","genetic_modification|ctnnb1_status_wt","vehicle","mg8","mg7","Hepatocellular carcinoma, HBV, ctnnb1_status_wt","Hepatocellular carcinoma, ctnnb1_status_wt","infection_status=HBV ; genetic_modification=ctnnb1_status_wt","infection_status=none ; genetic_modification=ctnnb1_status_wt",1,1,"treated","control","GSM4196918","GSM4196916","This study investigates the transcriptional landscape of hepatocellular carcinoma (HCC) tissues with various perturbations including HBV, HCV, and NBNC infections, as well as genetic modifications such as CTNNB1 mutations.","GSE141198__GSE141198__group_0007_vs_group_0008__1","none","vehicle_untreated",TRUE,"unknown","unknown"
"HBV","SCARTATO","NCBITaxon:10407","cgroup_L5_74581ab0","vehicle_untreated_clin","Hepatitis B virus","GSE165727","GSE165727__grp_0016_vs_grp_0001","multi_arm_treatment","treatment_vs_vehicle","treatment","dose|10 uM|duration|24 hours","vehicle","grp_0016","grp_0001","HBV 10 uM 24h (donor 4239)","Vehicle control (donor 4239)","treatment=HBV ; dose=10 uM ; duration=24 hours","treatment=vehicle_only ; dose=0 uM ; duration=0 hours",1,1,"treated","control","GSM5048901","GSM5048889","This study investigates the effects of various treatments on primary human hepatocytes, including vehicle controls, small molecule treatments at different doses and durations, and hepatitis B virus (HBV) exposure.","GSE165727__GSE165727__grp_0016_vs_grp_0001__1","vehicle_only","vehicle_untreated",TRUE,"primary","primary"
"HBV","SCARTATO","NCBITaxon:10407","cgroup_L5_74581ab0","vehicle_untreated_clin","Hepatitis B virus","GSE194179","GSE194179__grp_0003_vs_grp_0011","multi_arm_treatment","treatment_vs_vehicle","virus","cell_type|cancer cell line","secondary_arm","grp_0003","grp_0011","HBV 500 on cancer cell line","Mock on HepaRG","virus=HBV 500 ; cell_type=cancer cell line","virus=Mock ; cell_type=HepaRG",2,2,"treated","control","GSM5830212;GSM5830216","GSM5830204;GSM5830213","This study investigates the effects of HBV and HDV infections on hepatocellular carcinoma cells and primary human hepatocytes.","GSE194179__GSE194179__grp_0003_vs_grp_0011__1","Mock","vehicle_untreated",FALSE,"model","unknown"
"HBV","VINCENTE","NCBITaxon:10407","cgroup_L5_debadb13","vehicle_untreated","hepatitis B virus","GSE164266","GSE164266__grp_0001_vs_grp_0002","case_control_disease","case_control_disease","disease_state","cell_type_or_line_raw|Vγ9+Vδ2+ T cells|tissue|liver perfusate","disease_normal","grp_0001","grp_0002","Vγ9+Vδ2+ T cells from HBV patients","Vγ9+Vδ2+ T cells from healthy donors","disease_state=hepatitis B virus-related chronic liver disease ; cell_type_or_line_raw=Vγ9+Vδ2+ T cells ; tissue=liver perfusate","disease_state=healthy donor ; cell_type_or_line_raw=Vγ9+Vδ2+ T cells ; tissue=liver perfusate",5,5,"treated","control","GSM5005457;GSM5005458;GSM5005459;GSM5005460;GSM5005461","GSM5005452;GSM5005453;GSM5005454;GSM5005455;GSM5005456","Case-control study comparing Vγ9+Vδ2+ T cells from patients with hepatitis B virus-related chronic liver disease to healthy donors.","GSE164266__GSE164266__grp_0001_vs_grp_0002__1","healthy donor","vehicle_untreated",FALSE,"model","model"
"HBV","VINCENTE","NCBITaxon:10407","cgroup_L5_debadb13","vehicle_untreated","hepatitis B virus","GSE194179","GSE194179__grp_0004_vs_grp_0011","multi_arm_treatment","treatment_vs_vehicle","virus","cell_type|dHepaRG","secondary_arm","grp_0004","grp_0011","HBV 500 on dHepaRG","Mock on HepaRG","virus=HBV 500 ; cell_type=dHepaRG","virus=Mock ; cell_type=HepaRG",3,2,"treated","control","GSM5830205;GSM5830210;GSM5830214","GSM5830204;GSM5830213","This study investigates the effects of HBV and HDV infections on hepatocellular carcinoma cells and primary human hepatocytes.","GSE194179__GSE194179__grp_0004_vs_grp_0011__1","Mock","vehicle_untreated",FALSE,"unknown","unknown"
"HBV","VINCENTE","NCBITaxon:10407","cgroup_L5_debadb13","vehicle_untreated","hepatitis B virus","GSE194179","GSE194179__grp_0005_vs_grp_0012","multi_arm_treatment","treatment_vs_vehicle","virus","cell_type|Primary human hepatocyte","secondary_arm","grp_0005","grp_0012","HBV 500 on primary human hepatocyte","Mock on primary human hepatocyte","virus=HBV 500 ; cell_type=Primary human hepatocyte","virus=Mock ; cell_type=Primary human hepatocyte",2,2,"treated","control","GSM5830219;GSM5830229","GSM5830223;GSM5830228","This study investigates the effects of HBV and HDV infections on hepatocellular carcinoma cells and primary human hepatocytes.","GSE194179__GSE194179__grp_0005_vs_grp_0012__1","Mock","vehicle_untreated",FALSE,"unknown","unknown"
"HBV","VINCENTE","NCBITaxon:10407","cgroup_L5_debadb13","vehicle_untreated","hepatitis B virus","GSE205567","GSE205567__grp_0004_vs_grp_0002","multi_arm_treatment","treatment_vs_vehicle","infection_condition","","vehicle","grp_0004","grp_0002","HBV Mono-Infection (Disease Model)","Mock Infection","infection_condition=HBV Mono-Infection","infection_condition=Mock Infection",1,4,"treated","control","GSM6214855","GSM6214848;GSM6214849;GSM6214852;GSM6214853","This study investigates the transcriptional changes in human hepatocytes under different infection conditions including HDV mono-infection, HBV mono-infection, and HBV-HDV co-infection.","GSE205567__GSE205567__grp_0004_vs_grp_0002__1","Mock Infection","vehicle_untreated",TRUE,"unknown","unknown"
"HBV","VINCENTE","NCBITaxon:10407","cgroup_L5_debadb13","vehicle_untreated","hepatitis B virus","GSE205567","GSE205567__grp_0005_vs_grp_0002","multi_arm_treatment","treatment_vs_vehicle","infection_condition","","vehicle","grp_0005","grp_0002","HBV Mono-Infection","Mock Infection","infection_condition=HBV Mono-Infection","infection_condition=Mock Infection",1,4,"treated","control","GSM6214854","GSM6214848;GSM6214849;GSM6214852;GSM6214853","This study investigates the transcriptional changes in human hepatocytes under different infection conditions including HDV mono-infection, HBV mono-infection, and HBV-HDV co-infection.","GSE205567__GSE205567__grp_0005_vs_grp_0002__1","Mock Infection","vehicle_untreated",TRUE,"unknown","unknown"
"HBV","VINCENTE","NCBITaxon:10407","cgroup_L5_debadb13","vehicle_untreated","hepatitis B virus","GSE93153","GSE93153__grp_0002_vs_grp_0032","time_course","time_course","time","treatment|HBV","vehicle","grp_0002","grp_0032","Donor2 HBV D8","Donor2 Mock D8","time=D8 ; treatment=HBV","time=D8 ; treatment=Mock",1,2,"treated","control","GSM2445640","GSM2445643;GSM2445646","This study investigates the transcriptional response of primary human hepatocytes to Hepatitis B virus (HBV) infection over various time points.","GSE93153__GSE93153__grp_0002_vs_grp_0032__1","D8","d",TRUE,"unknown","unknown"
"HBV","VINCENTE","NCBITaxon:10407","cgroup_L5_debadb13","vehicle_untreated","hepatitis B virus","GSE93153","GSE93153__grp_0006_vs_grp_0040","time_course","time_course","time","treatment|HBV","vehicle","grp_0006","grp_0040","Donor2 HBV D2","Donor2 Mock D2","time=D2 ; treatment=HBV","time=D2 ; treatment=Mock",1,2,"treated","control","GSM2445595","GSM2445607;GSM2445632","This study investigates the transcriptional response of primary human hepatocytes to Hepatitis B virus (HBV) infection over various time points.","GSE93153__GSE93153__grp_0006_vs_grp_0040__1","D2","d",TRUE,"unknown","unknown"
"HBV","VINCENTE","NCBITaxon:10407","cgroup_L5_debadb13","vehicle_untreated","hepatitis B virus","GSE93153","GSE93153__grp_0007_vs_grp_0034","time_course","time_course","time","treatment|HBV","vehicle","grp_0007","grp_0034","Donor1 HBV D10","Donor1 Mock D10","time=D10 ; treatment=HBV","time=D10 ; treatment=Mock",2,2,"treated","control","GSM2445617;GSM2445642","GSM2445631;GSM2445641","This study investigates the transcriptional response of primary human hepatocytes to Hepatitis B virus (HBV) infection over various time points.","GSE93153__GSE93153__grp_0007_vs_grp_0034__1","D10","d",TRUE,"unknown","unknown"
"HBV","VINCENTE","NCBITaxon:10407","cgroup_L5_debadb13","vehicle_untreated","hepatitis B virus","GSE93153","GSE93153__grp_0008_vs_grp_0035","time_course","time_course","time","treatment|HBV","vehicle","grp_0008","grp_0035","Donor2 HBV D13","Donor2 Mock D13","time=D13 ; treatment=HBV","time=D13 ; treatment=Mock",4,2,"treated","control","GSM2445598;GSM2445599;GSM2445622;GSM2445623","GSM2445610;GSM2445636","This study investigates the transcriptional response of primary human hepatocytes to Hepatitis B virus (HBV) infection over various time points.","GSE93153__GSE93153__grp_0008_vs_grp_0035__1","D13","d",TRUE,"unknown","unknown"
"obese","SCARTATO","STR:obese","cgroup_L5_0e1c93f7","lean","Mycobacterium tuberculosis","GSE145412","GSE145412__group_0004_vs_group_0003","multi_arm_treatment","treatment_vs_vehicle","BMI","disease_state|D","secondary_arm","group_0004","group_0003","Diabetic Obese","Diabetic Lean","disease_state=D ; BMI=obese","disease_state=D ; BMI=lean",2,1,"treated","treated","GSM4317878;GSM4317885","GSM4317867","This study investigates the effects of obesity and metabolic health on gene expression in whole blood samples from human donors.","GSE145412__GSE145412__group_0004_vs_group_0003__1","lean","lean",FALSE,"unknown","unknown"
"obese","SCARTATO","STR:obese","cgroup_L5_0e1c93f7","lean","Mycobacterium tuberculosis","GSE165932","GSE165932__obese_insulin_sensitive_vs_lean_insulin_control","case_control_disease","case_control_disease","disease_state","insulin_sensitivity|Insulin Sensitive","disease_normal","grp_obese_insulin_sensitive","grp_lean_insulin_control","Obese Insulin Sensitive","Lean Insulin Control","disease_state=Obese ; insulin_sensitivity=Insulin Sensitive","disease_state=Lean ; insulin_sensitivity=Insulin Sensitive",1,1,"treated","control","GSM5058417","GSM5058432","This study investigates the effects of insulin sensitivity and resistance in human omental adipose tissue from lean and obese individuals.","GSE165932__GSE165932__obese_insulin_sensitive_vs_lean_insulin_control__1","Lean","lean",FALSE,"unknown","unknown"
"obese","SCARTATO","STR:obese","cgroup_L5_0e1c93f7","lean","Mycobacterium tuberculosis","GSE235696","GSE235696__obese_vs_lean","case_control_disease","case_control_disease","disease_state","cell_type|ln1","disease_normal","grp_obese","grp_lean_ln1","Obese","Lean LN1","disease_state=obese","disease_state=lean ; cell_type=ln1",4,1,"treated","control","GSM7508039;GSM7508040;GSM7508041;GSM7508042","GSM7508035","This study compares gene expression profiles between lean and obese visceral adipose tissues.","GSE235696__GSE235696__obese_vs_lean__1","lean","lean",FALSE,"unknown","unknown"
"obese","SCARTATO","STR:obese","cgroup_L5_0e1c93f7","lean","Mycobacterium tuberculosis","GSE235696","GSE235696__obese_vs_lean_ln2","case_control_disease","case_control_disease","disease_state","cell_type|ln2","disease_normal","grp_obese","grp_lean_ln2","Obese","Lean LN2","disease_state=obese","disease_state=lean ; cell_type=ln2",4,1,"treated","control","GSM7508039;GSM7508040;GSM7508041;GSM7508042","GSM7508036","This study compares gene expression profiles between lean and obese visceral adipose tissues.","GSE235696__GSE235696__obese_vs_lean_ln2__1","lean","lean",FALSE,"unknown","unknown"
"obese","SCARTATO","STR:obese","cgroup_L5_0e1c93f7","lean","Mycobacterium tuberculosis","GSE235696","GSE235696__obese_vs_lean_ln3","case_control_disease","case_control_disease","disease_state","cell_type|ln3","disease_normal","grp_obese","grp_lean_ln3","Obese","Lean LN3","disease_state=obese","disease_state=lean ; cell_type=ln3",4,1,"treated","control","GSM7508039;GSM7508040;GSM7508041;GSM7508042","GSM7508037","This study compares gene expression profiles between lean and obese visceral adipose tissues.","GSE235696__GSE235696__obese_vs_lean_ln3__1","lean","lean",FALSE,"unknown","unknown"
"obese","SCARTATO","STR:obese","cgroup_L5_0e1c93f7","lean","Mycobacterium tuberculosis","GSE235696","GSE235696__obese_vs_lean_ln4","case_control_disease","case_control_disease","disease_state","cell_type|ln4","disease_normal","grp_obese","grp_lean_ln4","Obese","Lean LN4","disease_state=obese","disease_state=lean ; cell_type=ln4",4,1,"treated","control","GSM7508039;GSM7508040;GSM7508041;GSM7508042","GSM7508038","This study compares gene expression profiles between lean and obese visceral adipose tissues.","GSE235696__GSE235696__obese_vs_lean_ln4__1","lean","lean",FALSE,"unknown","unknown"
"obese","VINCENTE","STR:obese","cgroup_L5_3ec58cd6","vehicle_untreated","obese","GSE126848","GSE126848__obese_vs_healthy","case_control_disease","case_control_disease","disease_state","","disease_normal","grp_obese","grp_healthy","Obese","Healthy","disease_state=obese","disease_state=healthy",8,14,"treated","control","GSM3615338;GSM3615339;GSM3615340;GSM3615341;GSM3615342;GSM3615343;GSM3615344;GSM3615345","GSM3615324;GSM3615325;GSM3615326;GSM3615327;GSM3615328;GSM3615329;GSM3615330;GSM3615331;GSM3615332;GSM3615333;GSM3615334;GSM3615335;GSM3615336;GSM3615337","This study investigates gene expression profiles in human liver tissues under various disease states including NAFLD, NASH, obesity, and healthy controls.","GSE126848__GSE126848__obese_vs_healthy__1","healthy","vehicle_untreated",FALSE,"unknown","unknown"
"obese","VINCENTE","STR:obese","cgroup_L5_3ec58cd6","vehicle_untreated","obese","GSE134580","GSE134580__grp_0003_vs_grp_0001","case_control_disease","case_control_disease","condition","","disease_normal","grp_0003","grp_0001","Obese","Healthy Control","condition=obese","condition=healthy",8,2,"treated","control","GSM3956421;GSM3956422;GSM3956424;GSM3956425;GSM3956427;GSM3956428;GSM3956431;GSM3956432","GSM3956402;GSM3956409","This study investigates the effects of obesity and overweight status on human sperm RNA expression.","GSE134580__GSE134580__grp_0003_vs_grp_0001__1","healthy","vehicle_untreated",FALSE,"unknown","unknown"
"obese","VINCENTE","STR:obese","cgroup_L5_3ec58cd6","vehicle_untreated","obese","GSE168705","GSE168705__grp_0002_vs_grp_0001","multi_arm_treatment","treatment_vs_untreated","condition","","untreated","grp_0002","grp_0001","Obese","Control","condition=obese","condition=control",32,36,"treated","control","GSM5159106;GSM5159107;GSM5159108;GSM5159109;GSM5159110;GSM5159111;GSM5159112;GSM5159113;GSM5159114;GSM5159115;GSM5159116;GSM5159117;GSM5381662;GSM5381663;GSM5381664;GSM5381665;GSM5381666;GSM5381667;GSM5381668;GSM5381669;GSM5381670;GSM5381671;GSM5381672;GSM5381673;GSM5381674;GSM5381675;GSM5381676;GSM5381677;GSM5381678;GSM5381679;GSM5381680;GSM5381681","GSM5159118;GSM5159119;GSM5159120;GSM5159121;GSM5159122;GSM5159123;GSM5159124;GSM5159125;GSM5159126;GSM5159129;GSM5381627;GSM5381628;GSM5381631;GSM5381633;GSM5381634;GSM5381638;GSM5381639;GSM5381640;GSM5381641;GSM5381642;GSM5381643;GSM5381644;GSM5381645;GSM5381646;GSM5381647;GSM5381648;GSM5381649;GSM5381650;GSM5381651;GSM5381652;GSM5381653;GSM5381654;GSM5381655;GSM5381656;GSM5381657;GSM5381658","This study investigates gene expression profiles in human adipose tissue under various conditions including obesity and potential treatments.","GSE168705__GSE168705__grp_0002_vs_grp_0001__1","control","vehicle_untreated",TRUE,"unknown","unknown"
"obese","VINCENTE","STR:obese","cgroup_L5_3ec58cd6","vehicle_untreated","obese","GSE196387","GSE196387__obese_vs_healthy","case_control_disease","case_control_disease","disease_state","","disease_normal","grp_obese","grp_healthy","Obese","Healthy","disease_state=Obese","disease_state=Healthy",6,6,"treated","control","GSM5879980;GSM5879981;GSM5879982;GSM5879983;GSM5879985;GSM5879987","GSM5879972;GSM5879974;GSM5879975;GSM5879976;GSM5879977;GSM5879978","Case-control study comparing skeletal muscle tissue from obese and T2D patients with healthy controls.","GSE196387__GSE196387__obese_vs_healthy__1","Healthy","vehicle_untreated",FALSE,"unknown","unknown"
"obese","VINCENTE","STR:obese","cgroup_L5_3ec58cd6","vehicle_untreated","obese","GSE205668","GSE205668__grp_obese_1_vs_grp_normal_weight_1","case_control_disease","case_control_disease","disease_state","age|~13","disease_normal","grp_obese_1","grp_normal_weight_1","Obese (Age ~18)","Normal Weight (Age ~13)","disease_state=obese ; age=~18","disease_state=normal_weight ; age=~13",16,20,"treated","control","GSM6216349;GSM6216353;GSM6216356;GSM6216361;GSM6216369;GSM6216370;GSM6216371;GSM6216372;GSM6216377;GSM6216401;GSM6216402;GSM6216403;GSM6216404;GSM6216406;GSM6216407;GSM6216409","GSM6216352;GSM6216354;GSM6216358;GSM6216359;GSM6216365;GSM6216373;GSM6216376;GSM6216378;GSM6216381;GSM6216384;GSM6216386;GSM6216388;GSM6216389;GSM6216390;GSM6216391;GSM6216392;GSM6216395;GSM6216396;GSM6216397;GSM6216398","Case-control study comparing obese and normal-weight subcutaneous adipose tissue samples.","GSE205668__GSE205668__grp_obese_1_vs_grp_normal_weight_1__1","normal_weight","vehicle_untreated",FALSE,"unknown","unknown"
"obese","VINCENTE","STR:obese","cgroup_L5_3ec58cd6","vehicle_untreated","obese","GSE205668","GSE205668__grp_obese_2_vs_grp_normal_weight_2","case_control_disease","case_control_disease","disease_state","age|~0.5","disease_normal","grp_obese_2","grp_normal_weight_2","Obese (Age ~14)","Normal Weight (Age ~0.5)","disease_state=obese ; age=~14","disease_state=normal_weight ; age=~0.5",10,15,"treated","control","GSM6216350;GSM6216351;GSM6216355;GSM6216357;GSM6216362;GSM6216375;GSM6216399;GSM6216400;GSM6216405;GSM6216408","GSM6216360;GSM6216363;GSM6216364;GSM6216366;GSM6216367;GSM6216368;GSM6216374;GSM6216379;GSM6216380;GSM6216382;GSM6216383;GSM6216385;GSM6216387;GSM6216393;GSM6216394","Case-control study comparing obese and normal-weight subcutaneous adipose tissue samples.","GSE205668__GSE205668__grp_obese_2_vs_grp_normal_weight_2__1","normal_weight","vehicle_untreated",FALSE,"unknown","unknown"
